latitude,longitude,area_in_meters,confidence
-33.41524105,-70.59815812,45.662,0.7255
-33.39761293,-70.58303697,15.9886,0.6667
-33.41509779,-70.55714669,35.922,0.7686
-33.40439428,-70.55429165,10.3199,0.6848
-33.41846692,-70.59166692,136.4271,0.7308
-33.40459329,-70.5606582,10.1709,0.6587
-33.41100001,-70.58736474,328.0312,0.888
-33.40153435,-70.59116156,145.9106,0.8472
-33.39057752,-70.55711053,17.6568,0.6648
-33.41021301,-70.565006,10.8443,0.7036
-33.41830746,-70.5697439,214.2018,0.9075
-33.39833633,-70.58248085,195.3805,0.8869
-33.4107868,-70.57791814,166.9596,0.8047
-33.39472796,-70.55033408,17.645,0.6948
-33.39977193,-70.551349,248.613,0.8978
-33.41100385,-70.55772165,117.4555,0.8253
-33.40150976,-70.59845496,34.899,0.68
-33.41197345,-70.55000605,122.7826,0.8403
-33.39204782,-70.57327092,45.909,0.6877
-33.41254506,-70.56288546,181.5346,0.8935
-33.39925852,-70.56275486,167.5179,0.804
-33.411451,-70.58913905,85.2096,0.7496
-33.41851191,-70.58477966,223.9473,0.7182
-33.41226872,-70.5645544,38.7835,0.7475
-33.41621409,-70.56428023,125.9285,0.7776
-33.3959415,-70.580048,115.4661,0.7978
-33.41276511,-70.59862956,104.3097,0.6612
-33.39714904,-70.58216455,37.3796,0.8091
-33.40838731,-70.56829275,74.0084,0.7151
-33.393013,-70.55116612,80.4109,0.9089
-33.3919338,-70.55969618,74.0068,0.8775
-33.39928677,-70.58676366,263.9207,0.6848
-33.39678224,-70.55463651,133.9733,0.8506
-33.3962654,-70.59260735,147.5787,0.8152
-33.40392538,-70.59974137,223.1222,0.8287
-33.40276418,-70.59147788,71.0336,0.8669
-33.41086781,-70.55131606,14.8169,0.674
-33.39430079,-70.5654368,94.909,0.8326
-33.41061655,-70.55289063,79.4365,0.8666
-33.40294495,-70.55342365,174.2958,0.8753
-33.4195241,-70.59244221,95.7297,0.7693
-33.39008172,-70.58380914,128.8739,0.7582
-33.39509747,-70.57014519,11.8447,0.7729
-33.40088322,-70.59566795,250.5205,0.8425
-33.41470603,-70.56843404,18.4919,0.6988
-33.39481875,-70.58013079,218.4323,0.8112
-33.3948847,-70.55157088,10.7488,0.6518
-33.39101327,-70.57142079,28.5903,0.6816
-33.39400284,-70.56787927,76.7177,0.9054
-33.41748756,-70.56544892,34.6355,0.7441
-33.4157569,-70.57298545,183.0474,0.8555
-33.39428707,-70.58669108,133.1171,0.8346
-33.39407677,-70.57154475,27.5678,0.7288
-33.4045689,-70.5529382,96.0219,0.8662
-33.41240443,-70.57050989,11.8782,0.6534
-33.41903936,-70.59823317,375.4405,0.9015
-33.39196062,-70.5893363,64.2019,0.7622
-33.41310519,-70.56844289,13.2746,0.6899
-33.41737776,-70.5562312,17.4548,0.7148
-33.40107935,-70.59874936,171.8787,0.6976
-33.40142156,-70.55570696,41.008,0.8141
-33.41004784,-70.55872875,133.2863,0.8488
-33.41409597,-70.55471725,98.4197,0.8099
-33.40441719,-70.55812543,173.3647,0.8527
-33.39128545,-70.55958687,103.9962,0.834
-33.41995596,-70.56017545,15.0707,0.6501
-33.40484828,-70.55295469,7.5235,0.74
-33.41629193,-70.55076734,18.6457,0.7
-33.39078874,-70.55863195,101.9847,0.8623
-33.4131906,-70.55499339,48.5066,0.8388
-33.4031643,-70.5871502,310.9719,0.675
-33.41739278,-70.57580921,92.2463,0.8895
-33.40619063,-70.55006666,259.3816,0.8308
-33.39880721,-70.59545185,36.9303,0.6661
-33.40339752,-70.55284257,166.6706,0.8812
-33.40319363,-70.58093306,87.5526,0.8059
-33.40139702,-70.59170396,17.1641,0.7778
-33.41603417,-70.59579913,569.6559,0.8504
-33.40200032,-70.55870306,18.0487,0.705
-33.41569067,-70.56394214,237.45,0.826
-33.41633327,-70.57691849,20.3981,0.6865
-33.39887927,-70.55695052,19.2714,0.6791
-33.40050442,-70.57112126,126.7449,0.7522
-33.40266354,-70.56368647,78.0353,0.7642
-33.39687242,-70.55504801,132.647,0.8533
-33.39257123,-70.5936701,269.1231,0.7143
-33.41643407,-70.56556638,199.9455,0.7369
-33.4042558,-70.5539687,13.2011,0.6948
-33.41716131,-70.56221917,698.2533,0.8708
-33.41260857,-70.56526633,181.4652,0.8785
-33.39451773,-70.55878045,41.4011,0.707
-33.41183782,-70.56460546,148.1288,0.9017
-33.40364601,-70.5503618,88.9465,0.783
-33.39978155,-70.55657166,233.6854,0.8786
-33.41162297,-70.56015898,21.0897,0.6852
-33.40171605,-70.56003373,8.7563,0.7041
-33.41259416,-70.57151908,21.1669,0.6779
-33.40259118,-70.59015871,27.9414,0.7092
-33.41068201,-70.55618356,42.8838,0.6958
-33.41752434,-70.55169724,124.4544,0.8719
-33.39082063,-70.55977203,29.7305,0.8103
-33.41681147,-70.55112477,38.2978,0.7697
-33.4054158,-70.58441918,120.335,0.7928
-33.40572984,-70.58016222,48.8261,0.7602
-33.40888621,-70.56398545,41.8972,0.7402
-33.403774,-70.56110835,262.8745,0.8332
-33.41617634,-70.57263915,15.3662,0.7387
-33.3906475,-70.55502106,116.8621,0.8293
-33.39633021,-70.59157639,62.9317,0.8012
-33.4197188,-70.55915946,9.8242,0.766
-33.41874265,-70.5732391,558.948,0.9284
-33.39996135,-70.56211015,205.8848,0.8869
-33.41751447,-70.55672106,186.8161,0.6734
-33.40900288,-70.58368614,366.8126,0.8158
-33.39392261,-70.55315274,153.3723,0.8576
-33.40501521,-70.55164351,10.2978,0.6706
-33.41198879,-70.5767796,452.2566,0.948
-33.40300548,-70.55851435,163.9649,0.8792
-33.40296216,-70.55070838,30.476,0.6545
-33.41750838,-70.59836987,747.8938,0.8145
-33.41999794,-70.55032373,5.6919,0.6991
-33.39204677,-70.55962679,78.3579,0.8726
-33.40371901,-70.56494282,14.2054,0.7338
-33.41275775,-70.59793847,787.2974,0.7917
-33.39335257,-70.58324619,29.4836,0.774
-33.4112409,-70.55214947,16.5444,0.6777
-33.40176463,-70.55337575,98.0252,0.8975
-33.39074549,-70.56798071,109.3453,0.7558
-33.41650808,-70.55029663,72.0535,0.8502
-33.41527793,-70.57901567,30.8076,0.7
-33.39931312,-70.56482046,42.4999,0.6904
-33.40201167,-70.58557028,27.0488,0.7813
-33.39691495,-70.55870663,30.9959,0.7616
-33.39875235,-70.55277981,720.2577,0.8147
-33.41706048,-70.57871708,73.5819,0.89
-33.40709166,-70.55701835,11.9282,0.7037
-33.4182959,-70.55048713,8.5389,0.7115
-33.39518079,-70.58043141,192.9598,0.8499
-33.39499642,-70.57897212,97.6593,0.6821
-33.41862656,-70.57910665,11.7828,0.6501
-33.39524916,-70.56506435,663.8591,0.8654
-33.41124864,-70.56401048,47.6356,0.7712
-33.41310955,-70.58599729,237.5632,0.8327
-33.40234263,-70.55280562,181.0584,0.8534
-33.4168971,-70.58110655,209.1172,0.8554
-33.41471671,-70.59571898,114.2867,0.6899
-33.39480895,-70.56727237,94.3194,0.861
-33.41413105,-70.56488182,30.5916,0.7192
-33.39529654,-70.58748646,16.1479,0.6503
-33.41324547,-70.56883477,16.5314,0.6825
-33.39340163,-70.5515026,22.4912,0.7633
-33.39642229,-70.59631559,273.37,0.8384
-33.39798536,-70.57963112,33.2009,0.67
-33.39427623,-70.59875925,17.1316,0.6753
-33.40104002,-70.55286343,152.6507,0.8375
-33.39779115,-70.5575178,98.4333,0.8666
-33.40263284,-70.58934134,222.8863,0.8438
-33.41011118,-70.55271787,129.3558,0.7648
-33.40073055,-70.55914784,38.961,0.7532
-33.39156575,-70.55093576,145.0879,0.8605
-33.41143121,-70.55060578,118.8182,0.8105
-33.41947605,-70.59114513,111.2012,0.8147
-33.41151024,-70.55941677,42.5163,0.7557
-33.4053229,-70.58422353,671.7976,0.9183
-33.39488204,-70.57154929,65.0607,0.7319
-33.39544481,-70.55155248,120.429,0.8975
-33.41054832,-70.57279756,14.2341,0.6538
-33.4198303,-70.5748976,26.8915,0.6868
-33.39834283,-70.57714982,481.1555,0.8991
-33.39384265,-70.56742403,80.3679,0.8644
-33.3963776,-70.57701577,124.9676,0.8429
-33.41672493,-70.57919189,77.9866,0.8294
-33.40868956,-70.57098557,225.6934,0.8317
-33.41744296,-70.59666488,104.5628,0.6507
-33.39910695,-70.55364952,87.3523,0.8626
-33.41051337,-70.5538485,195.5529,0.814
-33.39040354,-70.55750328,24.8277,0.6809
-33.40512132,-70.57549557,1362.389,0.9169
-33.392825,-70.55968392,31.9709,0.74
-33.39999839,-70.55207988,13.0647,0.655
-33.40312987,-70.55404929,85.7726,0.7717
-33.39671987,-70.57506522,32.1669,0.7339
-33.39973143,-70.56174672,13.66,0.704
-33.40238756,-70.59130693,177.369,0.8769
-33.41546203,-70.58893826,744.6939,0.8713
-33.40881307,-70.56332273,44.1266,0.7398
-33.40697978,-70.55750043,90.8013,0.8122
-33.40318326,-70.57497419,61.5223,0.7828
-33.39026845,-70.55284369,19.7139,0.6556
-33.3990487,-70.55915899,34.4504,0.7652
-33.40871596,-70.55101703,158.2296,0.8711
-33.41359202,-70.57384896,253.5402,0.8613
-33.39477364,-70.59708608,36.4959,0.7786
-33.40995541,-70.55470627,10.9492,0.7403
-33.39495699,-70.55052283,15.636,0.6681
-33.39269481,-70.5613832,91.3368,0.8802
-33.41431684,-70.58205463,277.372,0.7232
-33.4066914,-70.55716906,66.623,0.8501
-33.39539583,-70.55542293,81.5232,0.7813
-33.41761407,-70.58768808,363.5736,0.7619
-33.39761164,-70.56078524,5.0227,0.7377
-33.39844113,-70.58366593,108.5708,0.904
-33.41425243,-70.58001148,153.5561,0.9017
-33.41667627,-70.5689534,91.3575,0.7283
-33.40494349,-70.55570481,19.1163,0.6908
-33.41881134,-70.58952813,29.5054,0.6558
-33.40516492,-70.5523538,148.8375,0.7448
-33.41473944,-70.58159563,439.8963,0.8808
-33.39958748,-70.5640838,172.7362,0.8168
-33.40194946,-70.55077319,173.1142,0.8056
-33.40105537,-70.56504559,27.162,0.8228
-33.40989559,-70.56926158,105.2401,0.8371
-33.41766203,-70.55159664,102.6944,0.7978
-33.40206983,-70.58926075,10.2464,0.6761
-33.39041389,-70.56083202,26.5531,0.704
-33.41928397,-70.59283964,26.8557,0.67
-33.39281182,-70.55288711,83.8999,0.8622
-33.39780534,-70.55263016,171.4012,0.8768
-33.40189407,-70.56336366,91.3021,0.8832
-33.41723385,-70.58504725,198.2599,0.8448
-33.39456094,-70.56950135,89.0652,0.7886
-33.390431,-70.57660082,49.1899,0.6982
-33.41925623,-70.55496595,83.0761,0.8141
-33.41882505,-70.57753949,22.54,0.733
-33.41278046,-70.59612851,330.0466,0.9065
-33.41493806,-70.55640745,513.2524,0.8717
-33.39994842,-70.59041244,105.9534,0.8722
-33.39494927,-70.56442772,12.1883,0.6568
-33.4157442,-70.57280172,15.8811,0.6501
-33.40106448,-70.56551311,46.8488,0.8691
-33.39903797,-70.55102275,84.3976,0.7657
-33.39534851,-70.5687397,133.2462,0.8338
-33.39075785,-70.58497209,39.4357,0.7647
-33.41549826,-70.55990837,56.171,0.7757
-33.40328129,-70.59050032,232.8758,0.689
-33.39472588,-70.58889909,10.6729,0.731
-33.39861631,-70.56484105,12.8322,0.7572
-33.40840007,-70.57382692,450.522,0.8831
-33.391563,-70.5607838,92.4466,0.8014
-33.40283874,-70.56306601,24.8969,0.7124
-33.415687,-70.5660955,189.5341,0.7834
-33.41012585,-70.55613125,8.214,0.6804
-33.39394732,-70.59252886,25.8978,0.7627
-33.40972372,-70.55282632,50.6358,0.7824
-33.39277521,-70.59088303,37.6875,0.6652
-33.41655113,-70.56148016,501.7541,0.7975
-33.40637807,-70.56762245,17.6623,0.7171
-33.41474735,-70.57297698,34.7564,0.701
-33.39343539,-70.59278534,85.6802,0.8685
-33.40806483,-70.57461547,42.7123,0.7623
-33.41510769,-70.55976281,141.6917,0.8802
-33.40254805,-70.59956092,369.545,0.8711
-33.3979089,-70.59091473,90.4143,0.8779
-33.40300702,-70.56007828,16.0401,0.6619
-33.41272369,-70.5742958,152.5927,0.7837
-33.39834164,-70.5975224,338.8386,0.9388
-33.41680925,-70.59300681,465.6204,0.908
-33.40469752,-70.56596176,31.1216,0.7134
-33.40011016,-70.58989386,14.9119,0.6553
-33.4123367,-70.57168875,114.3957,0.8672
-33.41407077,-70.56330424,228.5308,0.7849
-33.3972018,-70.57408004,41.0561,0.7132
-33.41699588,-70.57717321,31.8904,0.6749
-33.39651051,-70.59607843,188.9962,0.8853
-33.39868863,-70.56407636,19.8595,0.7141
-33.39389485,-70.55399624,187.2392,0.8443
-33.3965726,-70.55151062,24.6792,0.7347
-33.40241413,-70.56030365,102.053,0.8236
-33.3987156,-70.56435964,31.3824,0.6665
-33.39217903,-70.56638809,32.7751,0.7781
-33.3903265,-70.56700533,27.2325,0.703
-33.41323911,-70.55185926,21.7964,0.6679
-33.39008416,-70.56043397,19.6344,0.7313
-33.39211368,-70.55070379,148.2089,0.8183
-33.40122359,-70.55870305,14.648,0.7237
-33.418838,-70.56258441,326.1853,0.8778
-33.40968038,-70.55596894,200.4513,0.8309
-33.39551892,-70.55090549,15.2081,0.7679
-33.39996303,-70.57091945,287.5285,0.6668
-33.40373569,-70.55041337,87.0129,0.8595
-33.39456662,-70.55167722,58.366,0.7136
-33.39273154,-70.58182448,6.9274,0.7172
-33.41119117,-70.56338745,139.6249,0.9113
-33.40754864,-70.55653996,282.2286,0.8406
-33.39848133,-70.55969223,38.5126,0.801
-33.413745,-70.56842265,22.4687,0.7841
-33.4197255,-70.56978535,85.4439,0.7898
-33.41174307,-70.56247653,80.4843,0.8471
-33.41172662,-70.5550792,136.5587,0.8444
-33.40956343,-70.57129296,148.3733,0.9028
-33.41607804,-70.5945201,156.9603,0.7332
-33.39859733,-70.56035182,49.0403,0.7009
-33.39871414,-70.57559841,79.9398,0.7866
-33.40702875,-70.55719861,10.3269,0.6709
-33.39402886,-70.56415443,40.9756,0.817
-33.3913706,-70.58316239,209.0867,0.8376
-33.41339958,-70.57300406,29.1657,0.7355
-33.3932046,-70.58961746,42.0147,0.8112
-33.41491734,-70.56480842,17.4006,0.7733
-33.40405229,-70.59188066,101.4017,0.6504
-33.40460222,-70.57835968,80.4982,0.827
-33.41940367,-70.560207,116.1879,0.8077
-33.41793615,-70.58047015,186.9052,0.8145
-33.41216535,-70.58275111,22.362,0.7301
-33.41422699,-70.56409168,154.0581,0.8028
-33.41115878,-70.55674419,287.381,0.9345
-33.41587469,-70.57551377,13.458,0.6667
-33.39568981,-70.55047731,126.0461,0.7978
-33.39710977,-70.55114568,393.8919,0.8477
-33.39751625,-70.57406567,79.1825,0.7689
-33.41932333,-70.59729387,81.8958,0.8212
-33.391848,-70.57297385,4138.6542,0.9067
-33.39569635,-70.59956062,752.4344,0.8505
-33.39534789,-70.58165091,19.2467,0.7525
-33.3999613,-70.58939427,96.2798,0.7527
-33.39592118,-70.59156001,1012.8464,0.8168
-33.41983311,-70.56070176,85.2,0.8933
-33.39353495,-70.55065275,10.8267,0.6986
-33.39617195,-70.58035802,75.3034,0.829
-33.41805845,-70.57817735,22.556,0.6736
-33.40533758,-70.5624982,127.3047,0.8743
-33.40792884,-70.57844542,24.0995,0.7136
-33.40227151,-70.55735955,83.1824,0.8651
-33.39740162,-70.55391366,111.3961,0.9039
-33.39722079,-70.57978679,184.2172,0.8408
-33.40301077,-70.56211379,450.6957,0.8672
-33.39795616,-70.59613417,45.224,0.7594
-33.39912033,-70.55560646,12.8647,0.6517
-33.41607838,-70.5652786,13.8778,0.6777
-33.39052253,-70.57004159,7.5889,0.6979
-33.40377135,-70.55964569,111.8305,0.8151
-33.41684252,-70.55263614,145.2986,0.892
-33.41102517,-70.56069789,207.875,0.8852
-33.4154648,-70.55717278,36.1592,0.7289
-33.40222716,-70.56442926,98.2555,0.7707
-33.41312521,-70.56426289,34.6025,0.6716
-33.39584692,-70.55458041,11.193,0.7471
-33.39315542,-70.58694745,38.5254,0.7395
-33.4106559,-70.55809591,267.1384,0.8424
-33.3998489,-70.56970582,44.2013,0.6731
-33.40234189,-70.58732937,57.7881,0.7777
-33.39708654,-70.59371242,6.4513,0.6762
-33.41478144,-70.58257833,139.358,0.8657
-33.41780374,-70.58091056,265.8311,0.8946
-33.41267987,-70.55048814,34.408,0.7288
-33.39613503,-70.55964925,14.8574,0.7278
-33.39584117,-70.55115607,224.1976,0.8901
-33.39399532,-70.59295308,56.2387,0.688
-33.40107371,-70.58234843,622.9682,0.8551
-33.41983896,-70.59987343,173.8266,0.7882
-33.39076677,-70.59274868,16.5643,0.6701
-33.41607357,-70.57273012,44.8027,0.7878
-33.4134873,-70.57109499,222.6182,0.8513
-33.40876452,-70.55023531,210.5649,0.8327
-33.39721336,-70.55531749,12.3482,0.6821
-33.39491277,-70.59469835,162.1054,0.8704
-33.39853148,-70.55682199,96.5111,0.856
-33.41477443,-70.579571,33.3033,0.817
-33.41119784,-70.58796415,214.1371,0.849
-33.41472243,-70.58531667,16.3393,0.7225
-33.39454029,-70.58019924,182.645,0.8899
-33.41885901,-70.57914983,6.9571,0.6745
-33.40583058,-70.58005912,28.7728,0.8576
-33.39302232,-70.56751851,38.4549,0.7763
-33.40254317,-70.55894441,29.1664,0.6772
-33.39463429,-70.58304789,1357.6995,0.8584
-33.41263786,-70.57878501,343.3111,0.8516
-33.39704394,-70.57489136,40.2798,0.7384
-33.4103169,-70.57145579,413.9636,0.8756
-33.40917997,-70.58356955,31.5672,0.8259
-33.40415499,-70.55322971,117.3508,0.7943
-33.4143532,-70.58630715,390.2932,0.7561
-33.39753542,-70.55757852,22.3609,0.6505
-33.39327833,-70.59566833,61.0268,0.7035
-33.39260463,-70.56787859,85.3634,0.8632
-33.39083527,-70.55750314,15.3792,0.6784
-33.404205,-70.55760526,38.3561,0.785
-33.40906326,-70.55906108,8.7333,0.6511
-33.401207,-70.59875663,38.4598,0.7495
-33.40716797,-70.58392101,71.6477,0.691
-33.41097945,-70.56442938,41.2144,0.6653
-33.40318722,-70.55397948,14.6967,0.6538
-33.39375181,-70.56685511,90.4143,0.8871
-33.4039494,-70.55735076,39.7248,0.6926
-33.40324558,-70.58133526,105.0422,0.7819
-33.39453943,-70.58126861,178.0411,0.7638
-33.39142024,-70.57047937,40.3065,0.7502
-33.41089337,-70.58235765,45.5935,0.7417
-33.41714108,-70.57575137,69.9224,0.8122
-33.40186335,-70.55721829,18.8675,0.7015
-33.41746951,-70.59091726,110.2278,0.7949
-33.41969588,-70.55091886,18.0071,0.7635
-33.40288503,-70.59115532,37.8952,0.6744
-33.40027852,-70.58260605,271.9026,0.8063
-33.3912562,-70.58864449,41.0458,0.6916
-33.40062587,-70.5820365,475.4952,0.8729
-33.41799139,-70.57753686,127.5816,0.8409
-33.39955275,-70.55157202,19.9178,0.7895
-33.39094305,-70.59460728,305.3498,0.8737
-33.40993176,-70.56075369,178.7813,0.9042
-33.39036088,-70.56724083,270.7479,0.8396
-33.40095155,-70.59028361,86.5782,0.8155
-33.41915617,-70.59141657,88.851,0.8281
-33.39285241,-70.58993618,140.3464,0.8687
-33.39044129,-70.56842621,682.0053,0.9229
-33.41570358,-70.58226517,137.4349,0.8387
-33.41236595,-70.5564701,166.8611,0.8597
-33.39062291,-70.56962967,94.3913,0.8461
-33.41465843,-70.56413321,82.8811,0.7944
-33.39975865,-70.5845126,124.3209,0.7528
-33.40229156,-70.55212427,38.7746,0.8524
-33.39531118,-70.57744928,586.8132,0.9236
-33.41977375,-70.55759622,27.1214,0.7356
-33.41190843,-70.5554662,189.4622,0.8972
-33.39634317,-70.58854743,13.6969,0.6771
-33.39191409,-70.55059516,117.6294,0.7848
-33.41471523,-70.58817124,95.0339,0.7291
-33.39142391,-70.55646864,20.348,0.6797
-33.41824128,-70.5552135,220.8946,0.9221
-33.41471325,-70.58527356,12.9044,0.7269
-33.39856206,-70.55611556,15.2182,0.7883
-33.3961305,-70.57882535,91.4074,0.8176
-33.39131183,-70.55750272,17.7254,0.6762
-33.40540516,-70.55090316,29.2713,0.7607
-33.40997508,-70.55669067,41.7281,0.7111
-33.41989886,-70.57248749,23.7968,0.6589
-33.41052311,-70.56924323,183.2952,0.7829
-33.41401323,-70.58710101,240.9232,0.8756
-33.40389099,-70.55928991,134.1483,0.9021
-33.39135954,-70.55886891,20.3557,0.6824
-33.41519951,-70.55581889,84.1917,0.8728
-33.40460494,-70.55146203,8.2767,0.6648
-33.40337036,-70.58757839,87.6307,0.868
-33.40212296,-70.55824037,251.0049,0.8441
-33.40075182,-70.5538059,275.6612,0.7798
-33.40429945,-70.55472296,13.7491,0.6777
-33.39111696,-70.56774626,20.6342,0.6589
-33.4119248,-70.59793777,107.9104,0.6763
-33.41306621,-70.59480037,366.5511,0.8143
-33.4043522,-70.5554055,52.9511,0.8423
-33.39447677,-70.56711849,140.4696,0.898
-33.39904506,-70.56789915,23.3922,0.7261
-33.39586041,-70.58146825,424.9365,0.8533
-33.41946541,-70.5569759,9.1562,0.6899
-33.41168475,-70.56485673,9.5568,0.6901
-33.41498485,-70.58614058,778.3209,0.9119
-33.41653857,-70.57095189,10.8669,0.6779
-33.40130725,-70.58503176,23.519,0.7077
-33.40897929,-70.56324705,91.8366,0.8168
-33.40596662,-70.55570884,159.4698,0.9003
-33.40246009,-70.55142144,90.539,0.851
-33.4139134,-70.57002686,82.8477,0.8388
-33.41738125,-70.57485003,179.5234,0.8299
-33.41364255,-70.5554376,40.991,0.7402
-33.39989475,-70.56124832,72.0366,0.8337
-33.39998397,-70.56447008,17.6006,0.7092
-33.4007552,-70.58602823,761.1963,0.8595
-33.39884518,-70.59145834,121.1799,0.8502
-33.3931184,-70.55290101,131.6415,0.8991
-33.395078,-70.58722849,251.7232,0.8997
-33.41232824,-70.56207665,168.3788,0.9204
-33.39060733,-70.55949307,9.7977,0.7236
-33.40208999,-70.55084473,158.3191,0.8369
-33.41625176,-70.59946192,290.1442,0.8469
-33.41238406,-70.56079621,12.1847,0.7094
-33.39090861,-70.55251134,101.6822,0.8675
-33.40912042,-70.55115899,203.4728,0.85
-33.39434697,-70.58484481,21.378,0.7583
-33.41513736,-70.57087598,172.7806,0.8641
-33.41292241,-70.55595069,221.4675,0.9074
-33.41312915,-70.55874774,20.9109,0.7904
-33.39866655,-70.56177766,13.3551,0.7276
-33.41112565,-70.58729979,95.1674,0.6982
-33.41310478,-70.55030209,29.0724,0.7415
-33.40418028,-70.58208969,171.2826,0.7033
-33.41316453,-70.55999952,444.6798,0.8254
-33.39795506,-70.55155158,226.1025,0.7151
-33.39125352,-70.58544497,120.9035,0.7466
-33.41541348,-70.59708791,97.77,0.8562
-33.39775501,-70.55816993,74.9551,0.7976
-33.39174112,-70.56953748,220.6309,0.8548
-33.40276427,-70.5855996,589.0579,0.7759
-33.39037965,-70.57000283,44.7458,0.7035
-33.41734622,-70.57572862,28.1954,0.6988
-33.41547813,-70.59627273,289.1832,0.8836
-33.3997159,-70.59655981,66.3261,0.803
-33.41506353,-70.5570868,7.6421,0.6719
-33.41443761,-70.57115555,89.5437,0.7522
-33.41003837,-70.55287143,8.842,0.6739
-33.39598418,-70.55576933,24.227,0.7823
-33.39804316,-70.56376364,15.1904,0.7358
-33.40078252,-70.58044294,33.6346,0.6811
-33.4116963,-70.56381657,59.4149,0.7778
-33.41686307,-70.57303518,14.3724,0.7293
-33.3919168,-70.56606062,21.3716,0.7827
-33.40280919,-70.55231642,7.8226,0.6592
-33.40235038,-70.59056372,154.5976,0.8225
-33.39316337,-70.55015444,6.5575,0.7131
-33.39756946,-70.58734623,59.2718,0.8181
-33.39516093,-70.59422023,214.1031,0.796
-33.3979025,-70.56880868,32.4409,0.7579
-33.40140489,-70.58381065,65.7947,0.8506
-33.41171116,-70.55633602,46.3212,0.7475
-33.39317447,-70.59537855,75.8698,0.8262
-33.39096436,-70.57597933,110.3943,0.7962
-33.39765556,-70.57909021,48.4513,0.8109
-33.39132643,-70.56870375,133.339,0.8121
-33.4151401,-70.57245835,24.8295,0.6541
-33.40029171,-70.55169206,110.6538,0.8579
-33.39166662,-70.56180529,27.994,0.7585
-33.40486507,-70.56013306,41.7654,0.7379
-33.41559073,-70.56650317,94.0616,0.7746
-33.4051131,-70.59487454,295.5468,0.8642
-33.39209805,-70.59636152,183.9201,0.796
-33.41738014,-70.56027275,864.0352,0.8965
-33.41653482,-70.57771308,13.2769,0.6636
-33.39825182,-70.56202893,32.8267,0.813
-33.40228883,-70.59091458,124.1939,0.8346
-33.41200593,-70.56552407,21.5114,0.6579
-33.41375082,-70.5759177,73.7507,0.8
-33.41080639,-70.56406125,34.5087,0.7398
-33.39462033,-70.58633226,28.6109,0.8255
-33.41712392,-70.56202579,734.5839,0.8483
-33.41231841,-70.59240938,1163.9016,0.8823
-33.393945,-70.56220302,238.9549,0.9199
-33.39324486,-70.58632803,35.0321,0.7764
-33.41481187,-70.55225224,107.3274,0.9201
-33.41603749,-70.59815739,95.8392,0.6708
-33.39229583,-70.566695,8.7382,0.6549
-33.41011838,-70.5760422,108.0211,0.6796
-33.40319016,-70.5535622,128.822,0.8237
-33.41366607,-70.57290015,12.423,0.7246
-33.41915703,-70.57239338,72.6931,0.7617
-33.41408067,-70.56100038,24.2205,0.7707
-33.39764795,-70.56350468,14.4195,0.7276
