latitude,longitude,area_in_meters,confidence
-33.42606575,-70.60211499,268.5189,0.8628
-33.43899171,-70.63353071,30.3939,0.8031
-33.43793313,-70.6080956,540.2707,0.908
-33.44272884,-70.6160743,96.8652,0.8994
-33.43202695,-70.60130261,168.0576,0.7428
-33.44343108,-70.63872003,137.5508,0.8607
-33.43921815,-70.62950016,118.4168,0.8131
-33.44326328,-70.61655204,59.8138,0.8406
-33.42908214,-70.62743496,31.3851,0.753
-33.43731449,-70.63855327,200.3659,0.8736
-33.43137274,-70.63955047,302.2501,0.8325
-33.43654383,-70.63129713,55.5822,0.6949
-33.43343142,-70.60010293,271.1007,0.8827
-33.4390172,-70.61881011,76.0574,0.8244
-33.44414295,-70.62699917,8.0469,0.655
-33.44039313,-70.60267901,242.8716,0.7887
-33.44420962,-70.60818901,178.0728,0.8127
-33.44260916,-70.62424054,152.3897,0.8935
-33.44014267,-70.6268888,35.2734,0.7253
-33.4354004,-70.6223654,1403.4533,0.8201
-33.44265265,-70.63795634,619.552,0.8761
-33.43905096,-70.61826329,152.909,0.8587
-33.44248675,-70.60282591,116.8604,0.8462
-33.43965431,-70.62543799,169.2558,0.7735
-33.44233101,-70.62405078,13.2788,0.6856
-33.4291139,-70.63798611,98.0677,0.821
-33.43910972,-70.61788299,106.2493,0.8237
-33.44110691,-70.61641031,527.6572,0.8535
-33.4200642,-70.62039969,92.0011,0.8988
-33.43325978,-70.61106136,108.2507,0.8953
-33.43979351,-70.60251414,279.9248,0.8352
-33.4350898,-70.61115115,731.3495,0.7718
-33.44382411,-70.61944067,53.0114,0.714
-33.43889909,-70.63357531,49.598,0.7107
-33.44404778,-70.60517977,523.7409,0.8015
-33.42891348,-70.62540259,12.8908,0.6652
-33.42752492,-70.62533749,32.0928,0.7514
-33.4322758,-70.6366863,140.6202,0.7293
-33.42270892,-70.61561817,149.5918,0.7328
-33.43463496,-70.60424416,18.1956,0.7094
-33.42713422,-70.61191384,606.4162,0.9066
-33.4378818,-70.6389969,136.3454,0.7713
-33.44239279,-70.62188426,16.134,0.6533
-33.43862427,-70.63431284,206.0536,0.8166
-33.43808874,-70.62600199,28.4217,0.675
-33.43162971,-70.60201774,180.3687,0.8781
-33.42188203,-70.60951718,76.6145,0.7129
-33.42987593,-70.63853926,40.7738,0.8216
-33.43586473,-70.61596651,7.5668,0.6652
-33.44080057,-70.60601816,350.116,0.8125
-33.43663149,-70.62442447,60.7782,0.7336
-33.43711595,-70.63178174,158.3517,0.8713
-33.43431147,-70.61919995,8.5838,0.6759
-33.44379277,-70.60476769,141.4674,0.8513
-33.42879979,-70.62526726,111.3938,0.6766
-33.43728154,-70.62078764,120.3447,0.8949
-33.42785677,-70.62216112,375.1915,0.8527
-33.43472358,-70.61382695,13.1328,0.7365
-33.44322647,-70.61042475,1288.4852,0.9164
-33.4440537,-70.60081175,263.6264,0.9075
-33.43166113,-70.62873568,292.6952,0.7826
-33.43088637,-70.60297172,143.6877,0.8074
-33.43655356,-70.6185925,36.7126,0.7172
-33.43760518,-70.63786212,85.5875,0.8138
-33.44149399,-70.63328001,127.4393,0.8065
-33.42551577,-70.61046972,129.0822,0.8635
-33.43904242,-70.63062345,197.1337,0.8791
-33.42708178,-70.60100636,68.0782,0.7951
-33.43561859,-70.61817229,44.4945,0.7675
-33.43345635,-70.6075882,83.9737,0.7576
-33.42867245,-70.6263991,34.8014,0.7529
-33.43856575,-70.61630387,15.007,0.6544
-33.43493886,-70.61134546,103.4288,0.8012
-33.43896319,-70.60499185,66.538,0.8344
-33.4359788,-70.62649498,14.304,0.683
-33.43982886,-70.63122445,12.1425,0.6791
-33.42068649,-70.61685976,848.2143,0.8519
-33.44011361,-70.6146759,29.0671,0.7795
-33.43200794,-70.61566033,136.6834,0.7271
-33.42105978,-70.60938145,23.3729,0.7553
-33.4445169,-70.63457591,21.6375,0.7588
-33.42646527,-70.6208147,134.6045,0.8777
-33.42754606,-70.61964224,277.4028,0.8628
-33.42857834,-70.6273661,138.9559,0.8742
-33.4417124,-70.60782753,38.6977,0.6788
-33.43139469,-70.62808313,89.6434,0.8529
-33.43307014,-70.62127669,21.0259,0.6973
-33.43900353,-70.62514354,209.994,0.8218
-33.44413865,-70.62243821,73.5519,0.8374
-33.43896797,-70.631961,232.9196,0.8357
-33.4302189,-70.6384009,913.8132,0.8736
-33.44251877,-70.62761555,77.2351,0.8761
-33.43664847,-70.60560952,135.6496,0.8316
-33.43701714,-70.61936501,78.2916,0.8218
-33.44166629,-70.60284332,39.5998,0.6843
-33.42514996,-70.61229936,113.5442,0.6543
-33.43145408,-70.60734947,290.5325,0.7434
-33.4289711,-70.60976921,23.7701,0.7589
-33.43339998,-70.61547567,347.7756,0.89
-33.44450951,-70.62725999,10.6328,0.672
-33.43726663,-70.63274079,127.4254,0.7995
-33.42290911,-70.60072497,211.1283,0.8262
-33.43095408,-70.61750842,159.4187,0.794
-33.43205042,-70.63239,112.4913,0.8572
-33.43504088,-70.60242597,148.7872,0.7864
-33.44450884,-70.61495865,39.1674,0.7822
-33.42962924,-70.63828195,167.9337,0.7975
-33.44443111,-70.62383487,65.1558,0.7154
-33.44439263,-70.62985228,174.5539,0.8509
-33.43176566,-70.60082512,32.1887,0.8092
-33.42473841,-70.6047783,154.766,0.8985
-33.43270254,-70.62292018,8.7757,0.6744
-33.42487651,-70.61290938,331.9723,0.8643
-33.43045964,-70.62968748,83.5561,0.7788
-33.44194845,-70.60532364,298.8059,0.8885
-33.42070857,-70.6075107,210.7491,0.8009
-33.42153236,-70.60631128,181.2978,0.8086
-33.43768978,-70.62445065,574.4127,0.892
-33.43372012,-70.6385767,131.9529,0.8495
-33.43744332,-70.63717554,54.1761,0.7774
-33.42846004,-70.61001474,212.588,0.908
-33.44238788,-70.6324861,25.661,0.756
-33.43082667,-70.61302181,741.2243,0.8036
-33.43926045,-70.60873755,103.8136,0.8522
-33.43737692,-70.60931862,98.6192,0.725
-33.43147622,-70.61825766,201.9471,0.824
-33.44424729,-70.62947152,32.5289,0.8126
-33.43396648,-70.61653461,58.2903,0.7476
-33.43463187,-70.62495729,132.5349,0.8132
-33.44342838,-70.61282043,17.5758,0.6921
-33.43833467,-70.63952812,21.3857,0.7642
-33.44201485,-70.6359325,497.8032,0.8936
-33.42357556,-70.6054787,174.8752,0.9254
-33.43133176,-70.62301744,262.1058,0.8491
-33.4361995,-70.60189633,24.2183,0.6985
-33.44271771,-70.63571641,53.6021,0.7025
-33.43251107,-70.60540338,291.8646,0.7778
-33.44088183,-70.62919923,89.4211,0.8534
-33.44079445,-70.62245237,76.7421,0.8158
-33.4266249,-70.620382,80.629,0.7354
-33.43308488,-70.63799715,266.1182,0.8253
-33.43682918,-70.62077544,28.3699,0.6823
-33.44285712,-70.6173929,122.0203,0.796
-33.4330671,-70.63659195,15.7762,0.7811
-33.43862278,-70.63143527,97.754,0.8213
-33.42877742,-70.61782898,48.1739,0.769
-33.44227529,-70.61463535,271.0731,0.894
-33.42567012,-70.61894299,490.37,0.843
-33.44300374,-70.62762249,74.8375,0.8044
-33.44460554,-70.62986564,110.1244,0.7655
-33.43371735,-70.62475284,165.8175,0.8742
-33.439501,-70.63320872,14.7988,0.6786
-33.44061683,-70.62525592,26.2338,0.7903
-33.44040211,-70.63038943,78.9797,0.8207
-33.42475164,-70.61797392,284.4536,0.8545
-33.43316115,-70.61874798,134.2256,0.8125
-33.42602911,-70.61801394,407.4315,0.8783
-33.43304749,-70.62229944,83.5891,0.7871
-33.43284488,-70.6071147,52.1145,0.6719
-33.43440806,-70.62112163,23.4674,0.7712
-33.43222427,-70.63241846,216.4272,0.884
-33.43373323,-70.63528378,149.8093,0.8991
-33.43184067,-70.62979517,73.503,0.8138
-33.4289092,-70.62676566,62.5314,0.8382
-33.42348057,-70.63786074,116.6795,0.8305
-33.43772521,-70.63255847,216.4968,0.8469
-33.44493887,-70.61754991,209.2802,0.8647
-33.43940779,-70.63116306,195.3378,0.8546
-33.43191631,-70.63029861,25.8771,0.6749
-33.44103031,-70.60615555,20.5416,0.7422
-33.42835162,-70.60819944,114.6319,0.8772
-33.43022509,-70.61827229,38.9338,0.7306
-33.43608155,-70.60644045,166.6057,0.8976
-33.43108078,-70.62155178,287.5846,0.8969
-33.43486374,-70.60017343,68.2408,0.8126
-33.4437706,-70.61637396,83.0608,0.7569
-33.42982259,-70.60435478,134.333,0.8811
-33.43219569,-70.61456937,514.8009,0.8719
-33.44325985,-70.6241404,284.0994,0.8349
-33.42991594,-70.62837235,244.3221,0.7522
-33.43905328,-70.62183276,86.4682,0.7199
-33.43024205,-70.63956894,162.5664,0.8102
-33.43820551,-70.60798603,649.6588,0.8306
-33.43518261,-70.61690036,28.2012,0.657
-33.42291825,-70.60581288,21.1867,0.6686
-33.4310833,-70.62974345,42.1818,0.6942
-33.44450333,-70.62133441,38.3596,0.7819
-33.4392547,-70.6055411,77.644,0.8423
-33.4318089,-70.62090506,43.0343,0.6903
-33.43822684,-70.6339149,110.2604,0.6998
-33.42872915,-70.62890057,365.209,0.9186
-33.42691288,-70.63880803,75.2158,0.8022
-33.43377287,-70.62404402,23.5067,0.68
-33.43120794,-70.63944157,564.6692,0.8781
-33.43781776,-70.63648734,125.6914,0.7553
-33.44352038,-70.63488358,53.2585,0.8283
-33.42693726,-70.60028793,49.6949,0.712
-33.4343743,-70.6104586,226.8931,0.8735
-33.42758792,-70.61220479,1018.5627,0.8901
-33.43919988,-70.62631986,36.9295,0.7513
-33.43226637,-70.61526255,68.8818,0.7005
-33.43458145,-70.62281519,476.4977,0.8274
-33.4349287,-70.60219566,26.9269,0.6673
-33.43844057,-70.62246127,42.8596,0.7136
-33.44082145,-70.6223949,22.9535,0.7209
-33.43074535,-70.62208956,83.4534,0.794
-33.44395909,-70.63714872,922.4567,0.9256
-33.42852435,-70.60188458,770.8348,0.894
-33.43803213,-70.63244638,71.6226,0.7475
-33.43983339,-70.63917486,277.2771,0.7446
-33.42249598,-70.61518181,65.7557,0.7098
-33.44227507,-70.6190365,127.6118,0.8525
-33.4440517,-70.63873197,132.782,0.9094
-33.43575274,-70.61737329,17.1983,0.6633
-33.43462197,-70.62507785,23.3664,0.7473
-33.43014074,-70.61918864,261.2273,0.9195
-33.44344654,-70.62424053,13.8265,0.7397
-33.42422753,-70.6112422,582.1323,0.7445
-33.43944608,-70.62242822,90.8912,0.8753
-33.44066472,-70.63362612,98.9385,0.8761
-33.44201307,-70.6130403,162.3369,0.8623
-33.43453456,-70.62152544,41.2015,0.7366
-33.43075945,-70.63992796,138.8341,0.8127
-33.44074465,-70.60208431,130.6529,0.8323
-33.43157627,-70.61649262,201.3683,0.8322
-33.43430672,-70.62463932,67.9659,0.7145
-33.43342303,-70.61917794,31.9384,0.6713
-33.44076327,-70.62755127,47.3809,0.6825
-33.44466001,-70.62599564,47.7985,0.8507
-33.44005242,-70.60140101,142.401,0.9112
-33.43549708,-70.61844511,38.0589,0.6725
-33.4306339,-70.60731405,347.1641,0.8784
-33.4294617,-70.60557879,323.7419,0.8005
-33.43141535,-70.62299878,75.2666,0.7621
-33.43213241,-70.61790056,181.7668,0.8338
-33.42201698,-70.6079543,21.4809,0.8032
-33.44284102,-70.62307702,165.5613,0.7981
-33.44288978,-70.63390325,56.4788,0.761
-33.4313148,-70.6106807,60.5578,0.7455
-33.42829763,-70.61983387,628.0233,0.9154
-33.43119965,-70.63666794,14.5379,0.6528
-33.43526576,-70.60762689,145.7673,0.8739
-33.43258145,-70.63043067,38.8391,0.799
-33.42706078,-70.61971662,37.0498,0.6857
-33.43317682,-70.62990833,82.5742,0.8539
-33.44154799,-70.63428371,152.8976,0.8647
-33.43637299,-70.61226043,14.4129,0.6749
-33.43396052,-70.62478939,10.065,0.671
-33.44098053,-70.62386739,75.2037,0.7354
-33.44228796,-70.62432269,502.2801,0.8552
-33.42532646,-70.60805755,347.4809,0.797
-33.43492335,-70.60432332,74.201,0.6571
-33.44355894,-70.63573361,14.5288,0.7441
-33.43469138,-70.61405931,36.8092,0.7715
-33.43792163,-70.61700398,255.2817,0.883
-33.43400107,-70.61778575,219.1356,0.8353
-33.43417815,-70.63476285,65.9252,0.8577
-33.43310383,-70.63114841,42.2781,0.7185
-33.42668914,-70.61016691,24.9742,0.8157
-33.42939066,-70.60383812,19.329,0.6814
-33.44187246,-70.60141316,29.3461,0.7137
-33.42424498,-70.61874447,76.464,0.7875
-33.43770287,-70.61852558,85.9139,0.8939
-33.43414814,-70.62405731,104.3683,0.784
-33.43548702,-70.61462168,95.3784,0.8877
-33.43435536,-70.62105748,8.9186,0.6739
-33.43631272,-70.60297003,266.8574,0.7733
-33.42683025,-70.63960689,79.2498,0.6997
-33.43843189,-70.60633282,101.3946,0.6515
-33.44177811,-70.6331112,271.0078,0.834
-33.43543235,-70.63020583,13.0057,0.78
-33.44269418,-70.61726194,12.2634,0.6552
-33.44352341,-70.63829533,40.468,0.7313
-33.43310481,-70.63749864,36.9792,0.8541
-33.43295164,-70.62955411,61.2361,0.6707
-33.43144509,-70.63062019,65.8042,0.8728
-33.43534985,-70.63570747,65.2328,0.8048
-33.42413945,-70.61400032,62.798,0.6692
-33.43745233,-70.60196335,529.7583,0.9507
-33.44048399,-70.62472043,114.3941,0.7427
-33.4270754,-70.62200425,1166.5531,0.9114
-33.43618986,-70.61735797,87.3129,0.8541
-33.43661949,-70.61847179,9.6154,0.7673
-33.42835775,-70.60285575,46.2137,0.7941
-33.44345726,-70.61441832,63.6556,0.7501
-33.43458432,-70.60752093,237.8428,0.9013
-33.43342255,-70.60952015,195.3652,0.8493
-33.43047725,-70.62814592,148.3941,0.8169
-33.44316057,-70.6137193,122.0214,0.903
-33.43317005,-70.63924797,114.144,0.8324
-33.44401225,-70.62789302,117.4536,0.8301
-33.43302997,-70.61627903,125.4514,0.7165
-33.43612098,-70.63022436,72.9486,0.8616
-33.44226305,-70.63418724,310.878,0.8315
-33.43597115,-70.60904537,804.678,0.9557
-33.44446825,-70.6077735,189.0202,0.8709
-33.43662481,-70.61646868,303.9026,0.8481
-33.44464711,-70.62625468,226.7863,0.9051
-33.44365424,-70.62790571,14.0818,0.7387
-33.44294403,-70.6231582,10.6239,0.7141
-33.44063505,-70.60163067,32.4636,0.6946
-33.44291271,-70.6262977,121.757,0.8581
-33.4271374,-70.61947362,202.281,0.8556
-33.44460876,-70.61788092,13.3588,0.7137
-33.43295358,-70.61080659,21.1089,0.6793
-33.42868892,-70.6116971,79.9996,0.7391
-33.43177043,-70.63460346,202.8163,0.8807
-33.4379466,-70.60888484,49.6916,0.6932
-33.43071347,-70.63987524,38.8611,0.7407
-33.44094516,-70.63352536,140.7517,0.8912
-33.43152411,-70.63165858,46.0918,0.7809
-33.43283423,-70.63037062,27.7797,0.6502
-33.43339872,-70.62013672,186.6369,0.8142
-33.44106436,-70.61387338,22.1576,0.6563
-33.43059253,-70.6200782,439.2506,0.9252
-33.42465209,-70.61634056,17.1772,0.6776
-33.42987848,-70.61722264,183.0315,0.8072
-33.44305109,-70.61429762,77.6835,0.6829
-33.44463918,-70.61627571,10.5768,0.6917
-33.42336328,-70.63838231,22.7424,0.7
-33.44262448,-70.62495262,165.2926,0.7926
-33.43891078,-70.61446952,357.8193,0.8777
-33.43067985,-70.63220084,94.3707,0.8731
-33.42979362,-70.61450781,677.623,0.7487
-33.4379587,-70.62907175,315.9398,0.8788
-33.42993972,-70.61474569,493.7249,0.9338
-33.44332046,-70.62056408,162.3406,0.7966
-33.4358283,-70.62139289,14.1485,0.6903
-33.43074553,-70.62950469,78.5942,0.7867
-33.4210551,-70.61642989,197.3509,0.7535
-33.43331103,-70.63708169,38.638,0.6907
-33.4386157,-70.6067569,19.5516,0.751
-33.4446793,-70.62606667,106.9275,0.7096
-33.44069105,-70.60895195,101.8364,0.899
-33.43199832,-70.62972618,78.121,0.6999
-33.43640273,-70.61960441,64.4768,0.7678
-33.43251566,-70.6230822,81.119,0.8731
-33.43512984,-70.63347825,16.7393,0.7009
-33.44346215,-70.62205369,33.3409,0.7937
-33.42046041,-70.60807802,137.563,0.7461
-33.43859897,-70.61545569,17.4325,0.7503
-33.43980573,-70.60121777,13.4276,0.7279
-33.43392902,-70.62405285,146.6335,0.8896
-33.42870495,-70.60370585,70.7899,0.676
-33.43274125,-70.63968688,92.1108,0.7341
-33.44306145,-70.63755627,23.3425,0.7011
-33.42869163,-70.62586079,85.2469,0.7991
-33.44455181,-70.62983857,36.1844,0.7843
-33.43770181,-70.60578878,73.7029,0.87
-33.44199799,-70.61976468,138.1501,0.7213
-33.4355048,-70.61472065,82.1985,0.8329
-33.44291276,-70.60085108,194.5699,0.7655
-33.43022371,-70.6378722,115.3029,0.811
-33.44449497,-70.6180592,49.6681,0.7975
-33.43836296,-70.61762002,58.949,0.7328
-33.43139921,-70.63529268,87.5975,0.7812
-33.44299316,-70.61303047,37.4018,0.7742
-33.42400069,-70.63202273,70.639,0.7356
-33.44223135,-70.61179276,116.9715,0.8766
-33.44385984,-70.62184098,28.9436,0.7147
-33.43152127,-70.62359715,131.0144,0.8589
-33.42017875,-70.60897254,90.7472,0.8444
-33.43171206,-70.61826056,42.7728,0.7945
-33.43975954,-70.60487332,419.431,0.8137
-33.43294223,-70.63492139,37.2475,0.8355
-33.4323488,-70.61520107,36.2439,0.7198
-33.43278317,-70.61103775,16.2158,0.7606
-33.42377375,-70.61177955,273.3072,0.8883
-33.43897728,-70.62372212,158.3952,0.773
-33.42641136,-70.63365317,162.0764,0.8451
-33.43640943,-70.61743431,70.6044,0.8261
-33.42970209,-70.63894049,196.2992,0.8505
-33.43878014,-70.62566958,150.7485,0.8339
-33.44486305,-70.62805979,81.9508,0.8414
-33.42510081,-70.60723398,39.9832,0.8332
-33.42570286,-70.61721414,40.1311,0.7744
-33.44248746,-70.63434253,305.509,0.8697
-33.43328226,-70.62159407,153.2659,0.8231
-33.44326821,-70.61679578,57.6481,0.8431
-33.43913454,-70.62524102,50.2927,0.7303
-33.43294281,-70.63124328,42.8459,0.7513
-33.43086226,-70.60229507,61.7561,0.7558
-33.44167103,-70.63080208,158.9958,0.7714
-33.44019857,-70.6176182,98.8374,0.7146
-33.4263404,-70.60772624,193.4417,0.809
-33.42288292,-70.61434081,147.3686,0.85
-33.43751726,-70.62060475,296.3033,0.8585
-33.4344321,-70.61564408,77.9642,0.7541
-33.44262282,-70.61957718,153.4082,0.9169
-33.43257623,-70.62147178,56.5589,0.7178
-33.44211017,-70.61720725,28.7123,0.7196
-33.44485848,-70.62751694,98.8024,0.9183
-33.44154396,-70.62438605,293.4989,0.7969
-33.43226785,-70.61229993,105.7193,0.837
-33.43897959,-70.61604762,25.7707,0.6791
-33.44496013,-70.63708073,256.5464,0.861
-33.43909773,-70.62777004,63.1466,0.7073
-33.43644338,-70.62036736,103.0215,0.8442
-33.4330765,-70.62976563,93.4127,0.7925
-33.4418416,-70.61449161,23.5472,0.7189
-33.43522356,-70.60741217,99.4087,0.839
-33.44472278,-70.62850989,56.1904,0.7814
-33.43493021,-70.62316437,46.7279,0.6817
-33.43632495,-70.60198818,23.8646,0.79
-33.43067873,-70.60540215,30.3998,0.7206
-33.42066953,-70.61969567,40.8448,0.791
-33.42985459,-70.63818415,17.9872,0.6868
-33.43853946,-70.63357861,41.8348,0.7041
-33.44253454,-70.62304183,9.1146,0.6778
-33.44374267,-70.6150261,738.6992,0.9191
-33.43205555,-70.61046095,63.7326,0.6943
-33.4264499,-70.6149383,379.2655,0.8846
-33.43333869,-70.63978035,92.2359,0.8719
-33.42208438,-70.60790875,99.6464,0.8013
-33.43802863,-70.62647994,277.3716,0.8694
-33.43344436,-70.63177312,45.3745,0.7623
-33.44146549,-70.6166649,43.5154,0.7744
-33.44025431,-70.63957727,502.7048,0.8626
-33.44165717,-70.63068576,158.9124,0.7913
-33.4280292,-70.62507821,55.9719,0.763
-33.43064073,-70.61858292,53.6135,0.8211
-33.44053764,-70.61386807,208.4345,0.8224
-33.42389447,-70.60647189,23.6453,0.703
-33.43176274,-70.62838594,83.1371,0.8678
-33.44171334,-70.63450435,28.8515,0.6977
-33.43782648,-70.63543268,480.0711,0.7448
-33.4296613,-70.60248774,13.6117,0.7006
-33.44343326,-70.62084307,18.4683,0.7081
-33.43392704,-70.62150093,206.3087,0.8854
-33.43132852,-70.62725144,33.6749,0.7832
-33.43103015,-70.63745278,91.4603,0.8345
-33.43905064,-70.62439274,250.4229,0.821
-33.42000357,-70.60697331,54.8364,0.7199
-33.42722507,-70.62771678,251.714,0.8697
-33.44473215,-70.63246983,32.8858,0.6509
-33.4415485,-70.63713949,275.5045,0.8478
-33.43702508,-70.62588702,34.6165,0.7093
-33.44373409,-70.62531396,29.2653,0.7964
-33.44367782,-70.61715949,18.5761,0.7262
-33.4210774,-70.6108153,78.084,0.7898
-33.43860601,-70.62896102,249.0994,0.8062
-33.4314906,-70.63653529,102.8824,0.813
-33.44481337,-70.61929978,32.8594,0.752
-33.4440565,-70.61408961,31.5388,0.7399
-33.44057151,-70.60380403,13.3181,0.6681
-33.44290687,-70.62748426,21.1396,0.7644
-33.43800323,-70.61542705,69.4764,0.8888
-33.43077139,-70.61270593,208.2261,0.8095
-33.43739204,-70.61683016,106.2257,0.8017
-33.43814543,-70.61828894,332.3088,0.7596
-33.43838559,-70.61421246,57.8606,0.846
-33.44186556,-70.60132472,81.0443,0.8677
-33.43096871,-70.6231302,58.2435,0.7889
-33.44391064,-70.6206512,229.4251,0.7228
-33.43319828,-70.61104563,19.4145,0.6574
-33.44343864,-70.6262755,38.4454,0.809
-33.43851402,-70.63980574,25.9399,0.6567
-33.43543955,-70.60263982,380.285,0.8273
-33.44033524,-70.63327154,102.7479,0.8344
-33.42945275,-70.60259852,231.0994,0.8893
-33.42412109,-70.60511416,24.4686,0.7923
-33.44125656,-70.63527437,17.462,0.7031
-33.43761637,-70.60253163,316.7237,0.9161
-33.44124579,-70.61480647,34.7162,0.7035
-33.42249753,-70.60413533,88.564,0.8081
-33.44277934,-70.60297268,383.2448,0.8666
-33.43885744,-70.60731913,141.3052,0.7481
-33.43674933,-70.62090535,33.9552,0.6558
-33.43655507,-70.60404037,128.3834,0.7778
-33.43593854,-70.61946407,318.2005,0.7959
-33.44389005,-70.62086537,58.0147,0.7952
-33.44033968,-70.62295676,22.2302,0.7164
-33.44343451,-70.61644519,11.6793,0.7771
-33.4387023,-70.62541585,16.5137,0.7051
